learner_id,proficiency_level,learning_goal,session_num,activity_type,content_difficulty,prev_score,real_time_score,engagement_level,adaptive_action,path_updated,reward_signal,next_proficiency
L0080,Intermediate,Reading,14,Listening,7.76,62.25,61.25,0.86,Repeat,False,-0.05,1.52
L0021,Beginner,Conversational,17,Kanji,3.6,64.11,66.78,0.92,Test,True,0.13,1.88
L0024,Intermediate,JLPT N5,2,Grammar,7.32,69.67,68.46,0.5,Advance,False,-0.06,1.5
L0009,Intermediate,JLPT N5,5,Grammar,3.56,76.17,80.27,0.96,Test,False,0.2,2.05
L0041,Intermediate,JLPT N5,17,Grammar,5.68,58.67,71.55,0.44,Repeat,False,0.57,1.66
L0097,Beginner,Conversational,18,Vocabulary,5.32,94.52,88.54,0.74,Revise,False,-0.29,1.85
L0057,Beginner,JLPT N5,17,Listening,3.25,82.43,79.12,0.97,Advance,False,-0.16,2.02
L0011,Beginner,Conversational,13,Listening,3.6,66.86,81.41,0.66,Advance,True,0.62,1.49
L0083,Beginner,JLPT N4,12,Vocabulary,6.44,89.02,96.8,0.48,Revise,False,0.37,1.79
L0071,Intermediate,JLPT N5,13,Kanji,7.55,46.31,42.24,0.52,Test,False,-0.2,1.36
L0100,Intermediate,JLPT N5,15,Vocabulary,7.71,76.21,87.44,0.59,Revise,True,0.51,2.2
L0087,Advanced,JLPT N4,12,Listening,6.17,73.03,69.74,0.6,Advance,True,-0.16,1.63
L0071,Intermediate,JLPT N5,8,Kanji,2.96,57.18,63.88,0.34,Test,False,0.32,2.09
L0016,Advanced,JLPT N4,18,Vocabulary,3.95,100.0,99.89,0.59,Test,True,-0.01,1.94
L0076,Intermediate,JLPT N5,18,Grammar,4.43,87.86,98.08,0.9,Test,False,0.47,2.02
L0070,Intermediate,JLPT N5,3,Grammar,6.29,59.73,46.46,0.93,Revise,False,-0.58,1.41
L0063,Beginner,Conversational,16,Kanji,8.03,87.2,76.07,0.54,Test,False,-0.51,1.53
L0051,Advanced,Reading,3,Kanji,4.04,85.78,72.98,0.68,Advance,True,-0.57,1.57
L0066,Advanced,Writing,20,Vocabulary,4.43,85.79,90.84,0.9,Repeat,True,0.25,2.27
L0083,Intermediate,JLPT N5,18,Kanji,7.92,60.57,49.29,0.94,Revise,False,-0.51,1.41
L0004,Intermediate,Conversational,6,Vocabulary,2.82,78.42,84.05,0.47,Revise,True,0.27,1.81
L0008,Beginner,JLPT N4,4,Grammar,4.29,94.72,95.4,0.62,Test,False,0.03,1.98
L0051,Advanced,Reading,4,Kanji,6.59,94.96,91.71,0.51,Repeat,True,-0.16,2.09
L0036,Beginner,Conversational,8,Listening,1.86,76.82,67.59,0.72,Revise,True,-0.43,1.78
L0013,Intermediate,Conversational,7,Grammar,6.24,66.93,56.36,0.69,Advance,True,-0.48,1.74
L0083,Advanced,Conversational,19,Listening,5.18,82.44,67.11,0.68,Test,True,-0.64,1.68
L0026,Beginner,Reading,10,Listening,6.74,74.91,63.7,0.66,Advance,True,-0.51,1.91
L0094,Intermediate,JLPT N5,18,Grammar,3.49,34.86,35.55,0.44,Repeat,False,0.03,1.58
L0069,Advanced,JLPT N4,10,Kanji,5.29,64.18,66.13,0.32,Revise,False,0.1,1.58
L0012,Intermediate,JLPT N4,4,Grammar,4.79,52.29,68.21,0.86,Repeat,True,0.66,1.56
L0093,Beginner,JLPT N4,14,Grammar,2.11,79.57,97.02,0.95,Test,True,0.7,2.1
L0009,Beginner,Writing,9,Kanji,7.83,56.89,55.77,0.58,Advance,False,-0.06,1.47
L0014,Advanced,Conversational,8,Grammar,6.53,82.27,93.28,0.39,Advance,False,0.5,1.96
L0064,Advanced,JLPT N5,10,Grammar,1.0,48.74,41.72,0.38,Repeat,False,-0.34,1.15
L0098,Intermediate,Conversational,7,Listening,5.24,38.51,21.27,0.94,Repeat,True,-0.7,1.26
L0002,Intermediate,Conversational,19,Grammar,4.87,77.79,94.22,0.45,Repeat,False,0.68,2.01
L0098,Advanced,JLPT N5,12,Listening,4.6,52.26,28.35,0.61,Test,False,-0.83,1.31
L0043,Intermediate,JLPT N5,8,Vocabulary,4.3,73.59,81.04,0.82,Revise,False,0.36,2.02
L0066,Advanced,Writing,12,Kanji,4.8,65.91,46.37,0.79,Repeat,False,-0.75,1.4
L0086,Intermediate,JLPT N5,8,Kanji,4.73,63.83,81.47,0.32,Revise,False,0.71,1.58
L0036,Advanced,JLPT N5,18,Kanji,7.5,90.65,100.0,0.91,Repeat,False,0.44,1.65
L0070,Intermediate,Reading,12,Grammar,6.32,67.8,66.55,0.75,Repeat,True,-0.06,1.75
L0054,Intermediate,Reading,19,Grammar,4.31,87.13,98.71,0.84,Test,True,0.52,1.95
L0071,Intermediate,Reading,11,Kanji,7.37,52.53,40.49,0.52,Repeat,True,-0.54,1.45
L0013,Intermediate,JLPT N5,10,Listening,4.27,74.15,71.96,0.36,Advance,True,-0.11,1.66
L0062,Beginner,Writing,17,Kanji,1.0,63.64,64.27,0.56,Test,True,0.03,1.59
L0011,Beginner,Writing,18,Grammar,6.26,49.76,55.27,0.33,Advance,False,0.27,1.41
L0042,Advanced,Reading,4,Listening,2.66,82.16,91.54,0.83,Advance,True,0.44,1.82
L0050,Beginner,JLPT N4,8,Grammar,6.96,42.54,30.48,0.74,Advance,False,-0.54,1.67
L0091,Advanced,JLPT N5,12,Grammar,5.72,72.37,93.73,0.98,Repeat,True,0.79,2.17
L0098,Beginner,Writing,9,Grammar,8.53,82.95,70.66,0.75,Advance,False,-0.55,1.9
L0013,Beginner,Reading,12,Vocabulary,3.93,67.27,55.48,0.7,Revise,True,-0.53,1.65
L0005,Intermediate,Writing,11,Listening,3.61,84.92,100.0,0.87,Advance,False,0.64,2.05
L0085,Advanced,JLPT N5,1,Grammar,5.75,73.57,74.03,0.46,Repeat,True,0.02,1.75
L0011,Beginner,JLPT N4,16,Vocabulary,3.97,82.52,89.71,0.5,Repeat,False,0.34,1.87
L0015,Intermediate,Conversational,18,Grammar,4.97,55.68,44.9,0.51,Test,True,-0.49,1.63
L0094,Intermediate,Reading,8,Grammar,7.78,65.78,56.92,0.74,Repeat,False,-0.42,1.62
L0041,Beginner,Conversational,3,Kanji,4.92,62.63,85.03,0.77,Repeat,True,0.81,1.47
L0027,Beginner,Conversational,6,Grammar,5.93,65.0,62.25,0.43,Advance,False,-0.14,1.38
L0027,Advanced,Reading,6,Vocabulary,1.0,64.43,74.24,0.69,Revise,False,0.45,1.67
L0053,Beginner,JLPT N4,15,Vocabulary,5.09,74.29,54.92,0.88,Repeat,True,-0.75,1.75
L0042,Beginner,Conversational,8,Vocabulary,3.1,55.87,64.66,0.61,Test,True,0.41,1.34
L0032,Intermediate,Conversational,15,Kanji,2.34,76.42,87.43,0.92,Revise,True,0.5,1.59
L0003,Intermediate,JLPT N4,7,Kanji,3.05,72.4,68.17,0.5,Repeat,True,-0.21,1.53
L0057,Beginner,JLPT N5,15,Grammar,6.59,58.51,65.03,0.74,Repeat,True,0.31,1.71
L0030,Intermediate,Writing,7,Vocabulary,3.99,71.93,58.57,0.93,Test,True,-0.58,1.7
L0054,Intermediate,JLPT N4,2,Vocabulary,8.37,75.89,65.01,0.77,Revise,True,-0.5,1.63
L0045,Advanced,Writing,1,Vocabulary,3.37,65.15,51.76,0.51,Advance,False,-0.58,1.7
L0063,Advanced,Conversational,17,Listening,5.87,58.74,27.33,0.97,Advance,False,-0.92,1.43
L0066,Beginner,Conversational,8,Vocabulary,6.01,81.05,72.63,0.75,Repeat,False,-0.4,1.8
L0051,Beginner,Writing,8,Grammar,7.83,97.63,96.17,0.61,Advance,True,-0.07,2.03
L0003,Beginner,Writing,3,Listening,3.91,81.19,86.19,0.54,Advance,True,0.25,1.91
L0069,Intermediate,JLPT N4,18,Vocabulary,2.57,68.04,83.23,0.94,Advance,False,0.64,1.95
L0071,Beginner,Reading,10,Listening,4.2,53.13,49.79,0.97,Test,False,-0.17,1.68
L0067,Advanced,Writing,3,Vocabulary,7.37,66.78,82.32,0.43,Repeat,False,0.65,1.96
L0100,Intermediate,Writing,4,Vocabulary,6.33,46.82,43.19,0.38,Advance,False,-0.18,1.49
L0019,Intermediate,Reading,7,Listening,6.07,92.39,88.48,0.83,Advance,False,-0.19,2.18
L0089,Beginner,Reading,3,Listening,6.63,56.3,59.37,0.54,Repeat,False,0.15,1.58
L0058,Advanced,Writing,8,Grammar,4.39,90.54,89.55,0.82,Revise,False,-0.05,2.06
L0099,Advanced,Writing,12,Listening,3.64,60.79,76.03,0.72,Revise,True,0.64,1.67
L0036,Beginner,JLPT N5,19,Kanji,3.26,89.56,98.21,0.61,Advance,True,0.41,1.65
L0093,Advanced,JLPT N4,2,Listening,7.33,93.83,86.98,0.83,Revise,True,-0.33,2.03
L0089,Beginner,Writing,3,Listening,4.25,44.66,56.63,0.34,Advance,False,0.54,1.51
L0031,Beginner,Conversational,15,Vocabulary,2.45,75.61,77.6,0.58,Advance,False,0.1,2.31
L0046,Intermediate,Conversational,4,Kanji,3.78,73.9,81.6,0.72,Advance,False,0.37,2.17
L0069,Advanced,Writing,12,Grammar,8.72,74.14,86.85,0.56,Revise,True,0.56,1.89
L0038,Beginner,JLPT N5,1,Kanji,8.4,82.37,74.13,0.53,Revise,False,-0.39,1.32
L0087,Beginner,JLPT N5,9,Grammar,4.94,75.93,76.26,0.65,Repeat,False,0.02,2.03
L0075,Advanced,JLPT N4,2,Grammar,6.38,65.66,74.08,0.79,Advance,True,0.4,2.15
L0030,Advanced,JLPT N4,7,Vocabulary,4.43,69.25,67.06,0.74,Revise,True,-0.11,1.72
L0015,Advanced,JLPT N4,7,Vocabulary,1.0,82.81,69.91,0.46,Repeat,True,-0.57,1.98
L0095,Beginner,JLPT N4,12,Listening,4.63,68.28,53.45,0.77,Advance,False,-0.63,1.76
L0026,Intermediate,Reading,17,Vocabulary,2.74,83.1,92.89,0.58,Repeat,False,0.45,2.01
L0037,Beginner,Reading,20,Kanji,8.5,61.34,65.47,0.81,Advance,False,0.2,1.42
L0066,Beginner,Conversational,6,Vocabulary,3.06,72.83,57.14,0.35,Revise,True,-0.66,1.46
L0061,Beginner,Writing,4,Listening,1.61,54.19,68.46,0.64,Repeat,False,0.61,1.58
L0024,Advanced,JLPT N4,18,Listening,4.24,74.7,77.47,0.64,Repeat,True,0.14,1.76
L0017,Beginner,JLPT N4,18,Kanji,6.39,64.79,53.22,0.68,Advance,True,-0.52,1.79
L0014,Beginner,Reading,14,Grammar,4.97,79.83,100.0,0.3,Repeat,True,0.77,2.01
L0076,Advanced,Conversational,2,Listening,4.32,85.33,92.66,0.56,Repeat,True,0.35,2.2
L0024,Intermediate,JLPT N4,4,Grammar,8.2,58.88,72.98,0.8,Test,True,0.61,1.74
L0019,Beginner,JLPT N4,18,Listening,4.12,74.36,76.35,0.78,Advance,False,0.1,2.01
L0041,Intermediate,JLPT N5,12,Vocabulary,3.75,87.69,81.23,0.75,Repeat,False,-0.31,1.57
L0014,Beginner,JLPT N5,7,Kanji,8.23,80.94,80.11,0.62,Repeat,False,-0.04,2.08
L0065,Beginner,Conversational,18,Kanji,4.05,71.77,88.96,0.89,Revise,False,0.7,2.0
L0069,Intermediate,Reading,20,Kanji,6.92,94.08,100.0,0.88,Test,False,0.29,2.04
L0046,Advanced,Conversational,8,Kanji,2.75,51.21,43.07,0.36,Advance,True,-0.39,1.36
L0057,Advanced,JLPT N4,6,Listening,3.78,81.95,81.93,0.37,Revise,False,-0.0,1.78
L0019,Advanced,Conversational,14,Listening,4.14,44.43,41.95,0.85,Test,True,-0.12,1.32
L0060,Beginner,JLPT N5,3,Grammar,1.48,79.76,94.52,0.32,Repeat,True,0.63,1.13
L0067,Intermediate,Reading,7,Grammar,6.78,90.57,81.31,0.33,Repeat,False,-0.43,2.17
L0018,Advanced,Conversational,4,Listening,9.77,100.0,99.28,0.64,Revise,False,-0.04,2.03
L0069,Intermediate,Reading,5,Listening,5.55,75.13,64.15,0.45,Repeat,False,-0.5,1.65
L0057,Advanced,Conversational,16,Grammar,4.23,58.21,59.43,0.92,Test,True,0.06,1.54
L0012,Intermediate,JLPT N5,9,Listening,2.95,63.13,62.18,0.93,Revise,False,-0.05,1.54
L0095,Advanced,JLPT N5,10,Kanji,4.66,69.01,51.92,0.35,Revise,True,-0.69,1.6
L0100,Advanced,Reading,7,Listening,2.35,100.0,97.16,0.62,Advance,True,-0.14,1.62
L0073,Intermediate,Conversational,16,Kanji,6.24,75.2,65.11,0.73,Advance,True,-0.47,1.35
L0019,Intermediate,JLPT N5,6,Kanji,6.22,77.28,78.39,0.65,Revise,True,0.06,1.76
L0069,Intermediate,JLPT N5,11,Listening,6.05,35.05,23.3,0.48,Repeat,True,-0.53,1.43
L0100,Intermediate,Writing,19,Vocabulary,3.52,72.1,77.48,1.0,Test,True,0.26,1.8
L0016,Beginner,Reading,9,Listening,6.54,63.5,69.72,0.55,Test,True,0.3,1.83
L0056,Advanced,JLPT N4,19,Grammar,5.47,71.54,74.78,0.99,Repeat,False,0.16,1.85
L0076,Advanced,Conversational,16,Vocabulary,6.88,47.05,32.11,0.41,Advance,False,-0.63,1.36
L0079,Advanced,Conversational,9,Vocabulary,3.3,84.52,82.75,0.83,Repeat,True,-0.09,1.86
L0091,Advanced,Reading,9,Kanji,7.35,50.31,55.68,0.84,Repeat,False,0.26,1.22
L0032,Intermediate,Reading,20,Listening,3.32,51.81,59.63,0.93,Test,True,0.37,1.58
L0073,Advanced,Writing,12,Grammar,5.68,69.66,89.2,0.53,Repeat,False,0.75,2.03
L0088,Advanced,Conversational,13,Vocabulary,7.66,44.87,36.8,0.44,Revise,False,-0.38,1.7
L0037,Beginner,Conversational,1,Grammar,3.21,75.58,91.3,0.42,Advance,False,0.66,1.93
L0083,Intermediate,Reading,3,Listening,5.49,89.13,83.02,0.65,Repeat,True,-0.3,1.75
L0002,Intermediate,Reading,18,Listening,8.57,63.49,78.45,0.8,Repeat,True,0.63,2.04
L0006,Advanced,Conversational,19,Kanji,1.65,82.15,97.55,0.71,Test,True,0.65,1.89
L0018,Advanced,Reading,9,Grammar,7.76,70.53,89.94,0.38,Repeat,False,0.75,1.92
L0020,Advanced,Conversational,13,Grammar,5.69,83.7,100.0,0.79,Advance,False,0.67,1.87
L0048,Beginner,JLPT N5,15,Vocabulary,5.04,79.09,76.42,0.33,Test,True,-0.13,1.83
L0094,Beginner,JLPT N5,12,Listening,3.59,54.79,49.51,0.81,Repeat,True,-0.26,1.55
L0006,Intermediate,Writing,20,Grammar,1.69,97.96,100.0,0.3,Test,True,0.1,2.1
L0066,Beginner,Conversational,14,Kanji,6.17,93.48,100.0,0.35,Test,True,0.32,1.94
L0056,Beginner,Writing,2,Kanji,4.43,55.04,50.4,0.56,Test,True,-0.23,1.28
L0010,Intermediate,Writing,4,Kanji,6.78,100.0,100.0,0.79,Test,False,0.0,1.84
L0036,Advanced,Conversational,6,Grammar,4.1,63.91,64.88,0.7,Revise,False,0.05,1.33
L0100,Intermediate,JLPT N5,20,Kanji,3.28,72.23,91.32,0.94,Revise,False,0.74,1.61
L0075,Beginner,Writing,13,Listening,3.06,50.95,50.37,0.86,Test,False,-0.03,1.39
L0046,Intermediate,JLPT N4,10,Grammar,6.19,75.75,86.02,0.48,Advance,False,0.47,1.94
L0070,Beginner,Conversational,8,Kanji,5.06,67.57,70.88,0.99,Revise,True,0.16,1.86
L0051,Advanced,JLPT N4,8,Kanji,4.35,71.31,69.5,0.67,Advance,True,-0.09,1.81
L0051,Advanced,Reading,13,Listening,5.76,93.19,94.06,0.55,Revise,False,0.04,1.73
L0080,Intermediate,Writing,6,Grammar,6.57,48.8,54.18,0.64,Test,False,0.26,1.71
L0002,Intermediate,Reading,1,Grammar,4.21,74.64,88.88,0.99,Advance,False,0.61,2.17
L0021,Advanced,Writing,3,Vocabulary,1.0,40.31,33.5,0.38,Repeat,False,-0.33,1.25
L0091,Intermediate,JLPT N5,9,Kanji,3.87,62.72,59.79,0.51,Test,False,-0.15,1.51
L0097,Intermediate,Conversational,10,Listening,8.29,55.61,34.43,0.51,Test,True,-0.79,1.34
L0100,Beginner,JLPT N5,3,Vocabulary,10.0,56.91,62.55,0.76,Test,False,0.27,1.81
L0040,Advanced,Conversational,5,Kanji,3.41,96.2,100.0,0.85,Repeat,False,0.19,2.16
L0039,Beginner,Writing,15,Kanji,4.56,69.53,71.23,0.44,Repeat,True,0.08,1.85
L0038,Intermediate,Reading,16,Listening,3.07,74.53,59.14,0.81,Revise,False,-0.65,1.67
L0073,Beginner,Conversational,6,Grammar,4.39,66.93,66.64,0.47,Test,True,-0.01,1.59
L0028,Beginner,Writing,3,Vocabulary,6.51,78.73,72.78,0.57,Repeat,True,-0.29,2.1
L0096,Advanced,Conversational,5,Kanji,4.22,90.34,89.99,0.36,Repeat,False,-0.02,1.72
L0010,Beginner,JLPT N5,1,Listening,6.76,57.5,46.47,0.37,Test,False,-0.5,1.38
L0064,Beginner,Conversational,14,Vocabulary,8.47,75.76,76.84,0.88,Revise,False,0.05,1.72
L0037,Advanced,JLPT N5,4,Grammar,3.75,66.12,56.68,0.33,Advance,False,-0.44,1.84
L0036,Beginner,Writing,5,Listening,4.07,82.71,84.89,0.62,Repeat,False,0.11,1.57
L0039,Beginner,Conversational,12,Grammar,4.46,63.36,59.67,0.52,Advance,False,-0.18,1.64
L0096,Beginner,JLPT N4,4,Grammar,4.52,87.67,83.91,0.79,Revise,False,-0.19,1.82
L0078,Beginner,Conversational,9,Grammar,3.15,76.51,78.19,0.58,Repeat,False,0.08,1.6
L0094,Intermediate,JLPT N4,6,Listening,3.75,93.87,100.0,0.8,Repeat,False,0.3,2.1
L0041,Intermediate,JLPT N4,16,Listening,5.06,74.49,75.22,0.92,Revise,False,0.04,1.6
L0051,Advanced,JLPT N5,3,Vocabulary,6.56,59.02,66.83,0.6,Revise,False,0.37,1.68
L0058,Advanced,Conversational,2,Grammar,7.92,71.94,66.61,0.91,Repeat,True,-0.26,1.79
L0037,Beginner,Conversational,1,Kanji,3.69,72.86,69.3,0.35,Advance,False,-0.18,1.77
L0018,Intermediate,JLPT N5,8,Listening,7.04,87.88,81.75,0.66,Repeat,False,-0.3,2.0
L0092,Beginner,JLPT N5,14,Listening,5.82,93.64,75.06,0.65,Test,True,-0.73,1.65
L0026,Intermediate,Reading,1,Vocabulary,4.86,67.75,74.63,0.45,Repeat,True,0.33,1.9
L0058,Intermediate,JLPT N4,7,Grammar,2.02,89.43,87.81,0.81,Repeat,False,-0.08,2.12
L0076,Advanced,JLPT N5,11,Vocabulary,5.42,69.32,65.0,0.49,Test,True,-0.21,1.73
L0028,Intermediate,JLPT N5,18,Listening,6.89,70.82,71.59,0.58,Test,False,0.04,2.07
L0043,Advanced,JLPT N5,1,Kanji,2.21,75.45,71.86,0.43,Revise,False,-0.18,1.66
L0040,Intermediate,JLPT N4,17,Kanji,1.31,58.24,54.2,0.59,Test,True,-0.2,1.15
L0023,Intermediate,JLPT N4,19,Kanji,4.7,45.5,47.56,0.76,Revise,False,0.1,1.55
L0099,Intermediate,Reading,8,Listening,8.7,87.86,85.85,0.74,Test,False,-0.1,1.78
L0034,Advanced,JLPT N4,10,Listening,6.69,57.21,69.87,0.53,Revise,True,0.56,1.82
L0054,Beginner,JLPT N5,3,Kanji,2.62,76.63,78.38,0.82,Advance,False,0.09,1.75
L0068,Intermediate,Conversational,18,Listening,3.71,84.47,88.99,0.51,Advance,True,0.22,2.01
L0024,Intermediate,JLPT N5,10,Vocabulary,4.96,69.74,60.16,0.87,Repeat,False,-0.45,1.79
L0064,Beginner,Conversational,18,Listening,4.9,57.86,63.71,0.83,Advance,False,0.28,1.76
L0088,Advanced,JLPT N5,11,Vocabulary,9.49,53.65,51.81,0.99,Revise,True,-0.09,1.59
L0075,Intermediate,Conversational,2,Grammar,2.1,85.71,90.18,0.89,Test,False,0.22,1.84
L0029,Beginner,Reading,10,Listening,5.93,88.36,90.29,0.62,Repeat,False,0.1,1.73
L0071,Advanced,JLPT N4,1,Kanji,2.6,67.55,76.4,0.6,Repeat,True,0.42,1.98
L0016,Advanced,JLPT N5,7,Kanji,5.81,57.32,41.21,0.31,Repeat,False,-0.67,1.56
L0033,Beginner,JLPT N5,7,Grammar,6.09,76.81,59.15,0.96,Advance,True,-0.71,1.9
L0081,Beginner,JLPT N4,14,Listening,3.61,52.12,62.18,0.83,Revise,True,0.46,1.69
L0013,Beginner,Reading,6,Kanji,2.27,49.08,47.47,0.72,Repeat,False,-0.08,1.49
L0027,Intermediate,Conversational,1,Listening,4.38,61.74,62.98,0.59,Revise,False,0.06,1.82
L0077,Advanced,Reading,17,Listening,7.19,77.14,71.16,0.34,Repeat,False,-0.29,1.56
L0016,Intermediate,Writing,13,Kanji,4.0,41.9,37.4,0.5,Repeat,False,-0.22,1.46
L0027,Beginner,Conversational,11,Kanji,7.05,60.28,63.91,0.35,Advance,True,0.18,1.54
L0028,Advanced,Reading,13,Kanji,6.47,83.94,91.25,0.67,Repeat,True,0.35,1.63
L0073,Intermediate,Reading,9,Listening,2.83,69.64,50.05,0.42,Advance,False,-0.75,1.62
L0019,Advanced,JLPT N5,6,Kanji,4.86,48.9,48.14,0.53,Test,False,-0.04,1.78
L0069,Intermediate,Conversational,17,Grammar,6.31,63.17,50.83,0.42,Advance,True,-0.55,1.38
L0008,Intermediate,JLPT N4,11,Kanji,4.41,80.62,79.01,0.98,Advance,True,-0.08,1.75
L0006,Advanced,Reading,3,Grammar,6.39,80.5,94.71,0.72,Repeat,False,0.61,1.98
L0098,Beginner,Writing,14,Listening,4.92,71.34,67.55,0.82,Revise,True,-0.19,1.37
L0026,Advanced,Conversational,12,Listening,6.18,87.43,75.25,0.89,Test,False,-0.54,1.8
L0035,Advanced,Conversational,20,Grammar,5.18,71.62,77.17,0.75,Test,True,0.27,1.8
L0007,Intermediate,JLPT N5,2,Vocabulary,1.66,60.13,67.73,0.5,Test,False,0.36,1.83
L0038,Beginner,JLPT N5,14,Listening,4.94,66.72,68.36,0.63,Revise,True,0.08,1.68
L0094,Beginner,Conversational,3,Kanji,1.0,67.64,56.39,0.5,Advance,True,-0.51,1.34
L0020,Intermediate,JLPT N5,6,Kanji,4.51,76.7,82.57,0.42,Revise,True,0.29,1.83
L0008,Intermediate,JLPT N4,8,Vocabulary,5.25,71.57,68.08,0.62,Test,False,-0.17,1.88
L0081,Beginner,Writing,5,Vocabulary,2.43,65.03,69.58,0.4,Revise,True,0.22,1.68
